"site number","site location","Cluster","site acronym","date","depth (m)","T (C)","DO (mg/l)","pH","Secchi Disk (m)","samples collected","comments"
"R9-5","Saguaro Lake near inlet","salt","saguaro-5m","2002-02-13",5,12,9.4,8.1,NA,NA,NA
"R9A","Saguaro Lake near inlet","salt","saguaro-0m","2002-02-13",0,12.2,9.87,8.2,2.5,NA,NA
"R14","AZ Canal - Inlet to Squaw Peak WTP","srp","az canal @ squaw peak","2002-02-14",0,12.8,10.31,8.3,NA,NA,NA
"R15","Squaw Peak WTP treated water","srp","squaw peak-treated","2002-02-14",0,NA,NA,NA,NA,NA,"Not running"
"R16","AZ Canal - Inlet to Deer Valley WTP","srp","az canal @ deer valley","2002-02-14",0,13.1,10.23,8.5,NA,NA,NA
"R17","Deer Valley WTP treated water","srp","deer valley-treated","2002-02-14",0,NA,NA,NA,NA,NA,NA
"R18","South Canal at Val Vista WTP","srp","s canal @ val vista","2002-02-14",0,12.5,9.73,8,NA,NA,NA
"R19","Val Vista WTP treated water","srp","val vista-treated","2002-02-14",0,15,NA,8.3,NA,NA,NA
"R20","Verde River at Tangle (USGS)","verde","verde abv horseshoe","2002-02-14",0,NA,NA,NA,NA,NA,NA
"R21","AZ Canal - Central Ave (N. of Northern)","srp","az canal @ central ave.","2002-02-14",0,13.9,9.92,8.4,NA,NA,NA
"R22","AZ Canal - 56th St. (Alma School Road)","srp","az canal @ 56th st.","2002-02-14",0,12.5,10.86,8.2,NA,NA,NA
"R26","AZ Canal - 19th avenue","srp","az canal @ 19 ave.","2002-02-14",0,13.8,10.25,8.3,NA,NA,NA
"R4","Cap Canal at 7th St.","cap","cap @ 7th st","2002-02-14",0,11.1,11.14,8.2,NA,NA,NA
"R1","CAP canal above Waddell Canal","cap","cap-siphon","2002-03-19",0,14.5,NA,8.4,NA,NA,NA
"R2-10","Lake Pleasant integrated sample","cap","pleasant-10m","2002-03-19",10,12.2,9.7,8.6,NA,NA,NA
"R2-15","Lake Pleasant integrated sample","cap","pleasant-15m","2002-03-19",15,12.1,9.6,8.5,NA,NA,NA
"R2-20","Lake Pleasant integrated sample","cap","pleasant-20m","2002-03-19",20,12.1,9.4,8.4,NA,NA,NA
"R2-25","Lake Pleasant integrated sample","cap","pleasant-25m","2002-03-19",25,11.8,9.3,8.3,NA,NA,NA
"R2-30","Lake Pleasant integrated sample","cap","pleasant-30m","2002-03-19",30,11.4,9.1,NA,NA,NA,NA
"R2-35","Lake Pleasant integrated sample","cap","pleasant-35m","2002-03-19",35,18.8,4.8,NA,NA,NA,NA
"R2-40","Lake Pleasant integrated sample","cap","pleasant-40m","2002-03-19",40,19.9,4.8,NA,NA,NA,NA
"R2-45","Lake Pleasant integrated sample","cap","pleasant-45m","2002-03-19",45,20.2,4.7,NA,NA,NA,NA
"R2-5","Lake Pleasant integrated sample","cap","pleasant-5m","2002-03-19",5,12.3,9.8,8.3,NA,NA,NA
"R2-50","Lake Pleasant integrated sample","cap","pleasant-45m","2002-03-19",50,NA,NA,NA,NA,NA,NA
"R2A","Lake Pleasant integrated sample","cap","pleasant-0m","2002-03-19",0,13,9.7,8.1,4.5,NA,NA
"R3","Waddell Canal","cap","waddell canal","2002-03-19",0,13.8,NA,8.4,NA,NA,NA
"R5","Verde River btwn Horseshoe and Bartlett","verde","verde abv bartlett","2002-03-19",0,13.8,NA,8.2,NA,NA,NA
